Protocol;Environment;ParallelClients;TimeSlot;BytesPayload;BytesPayload;BytesPayload;BytesPayload;BytesPayload;BytesPayload;BytesPayload;BytesPayload;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerWhile;CpuServerWhile;CpuServerWhile;CpuServerWhile;CpuServerWhile;CpuServerWhile;CpuServerWhile;CpuServerWhile;RamClientBefore;RamClientBefore;RamClientBefore;RamClientBefore;RamClientBefore;RamClientBefore;RamClientBefore;RamClientBefore;RamClientAfter;RamClientAfter;RamClientAfter;RamClientAfter;RamClientAfter;RamClientAfter;RamClientAfter;RamClientAfter;RamClientWhile;RamClientWhile;RamClientWhile;RamClientWhile;RamClientWhile;RamClientWhile;RamClientWhile;RamClientWhile;RamServerBefore;RamServerBefore;RamServerBefore;RamServerBefore;RamServerBefore;RamServerBefore;RamServerBefore;RamServerBefore;RamServerAfter;RamServerAfter;RamServerAfter;RamServerAfter;RamServerAfter;RamServerAfter;RamServerAfter;RamServerAfter;RamServerWhile;RamServerWhile;RamServerWhile;RamServerWhile;RamServerWhile;RamServerWhile;RamServerWhile;RamServerWhile;LostPackets;LostPackets;LostPackets;LostPackets;LostPackets;LostPackets;LostPackets;LostPackets;ThroughputMbps;ThroughputMbps;ThroughputMbps;ThroughputMbps;ThroughputMbps;ThroughputMbps;ThroughputMbps;ThroughputMbps;BytesSentTotal;BytesSentTotal;BytesSentTotal;BytesSentTotal;BytesSentTotal;BytesSentTotal;BytesSentTotal;BytesSentTotal;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;ConnectionDuration;ConnectionDuration;ConnectionDuration;ConnectionDuration;ConnectionDuration;ConnectionDuration;ConnectionDuration;ConnectionDuration;TransferDuration;TransferDuration;TransferDuration;TransferDuration;TransferDuration;TransferDuration;TransferDuration;TransferDuration
;;;;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max
http3;remote;10;evening;30.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;30.0;8.46;2.94;5.81;6.15;6.95;11.93;13.57;30.0;11.03;4.29;3.11;7.31;12.09;13.57;20.2;30.0;13.14;2.5;8.48;11.23;12.65;15.37;17.68;30.0;10.51;1.41;9.21;9.42;10.07;11.09;15.44;30.0;16.34;4.48;8.88;13.46;17.6;20.24;21.91;30.0;20.46;0.48;19.69;20.14;20.34;20.82;21.54;30.0;33688749943.47;162864295.89;33515143168.0;33530938368.0;33632837632.0;33902328832.0;33917767680.0;30.0;33779445623.47;259375506.48;33398484992.0;33571860480.0;33763616768.0;34000858112.0;34191884288.0;30.0;33708027221.33;136527816.87;33544355840.0;33581961216.0;33667889152.0;33871886336.0;33917640704.0;30.0;3763347456.0;96153281.72;3630817280.0;3644853248.0;3775102976.0;3862475776.0;3877212160.0;30.0;4020975752.53;112060907.97;3728486400.0;3957182464.0;4059185152.0;4114319360.0;4153864192.0;30.0;3771333563.73;93184874.31;3651182592.0;3655444480.0;3781918720.0;3875468288.0;3882393600.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;131.13;78.58;78.05;86.9;92.51;144.88;356.82;30.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;30.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;30.0;24.13;7.8;7.0;18.25;28.5;29.0;32.0;30.0;23.23;7.75;7.0;17.25;27.0;28.75;32.0
http3;remote;10;morning;30.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;30.0;4.28;1.04;2.62;3.61;4.0;5.16;6.23;30.0;5.17;2.18;1.56;3.73;5.12;6.84;9.85;30.0;9.19;2.39;5.61;7.84;8.94;9.97;14.65;30.0;10.55;1.61;8.91;9.08;10.02;11.81;14.84;30.0;14.38;3.52;8.56;11.46;14.0;17.49;20.14;30.0;20.83;0.6;20.14;20.3;20.72;21.27;22.09;30.0;27301639236.27;96335778.85;27173048320.0;27191532544.0;27306870784.0;27414790144.0;27423539200.0;30.0;27562412987.73;125571035.44;27336589312.0;27465047040.0;27568355328.0;27675099136.0;27758395392.0;30.0;27364892125.87;99216608.8;27210113024.0;27242447872.0;27422384128.0;27438510080.0;27470028800.0;30.0;3633063389.87;17929619.81;3607363584.0;3616763904.0;3633954816.0;3651300352.0;3658178560.0;30.0;3873420629.33;89319009.07;3706220544.0;3802903552.0;3895169024.0;3945965568.0;3988951040.0;30.0;3642248260.27;8818382.1;3628793856.0;3634594816.0;3641423872.0;3652353024.0;3655901184.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;90.82;38.28;65.73;75.69;80.57;88.44;277.52;30.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;30.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;30.0;30.6;6.08;10.0;29.25;32.0;34.0;39.0;30.0;29.7;6.1;9.0;28.25;31.0;33.0;38.0
http3;remote;10;night;30.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;30.0;5.73;2.72;3.22;3.81;4.13;8.33;10.35;30.0;10.94;6.24;1.17;6.52;10.99;14.77;25.15;30.0;9.67;2.97;4.92;8.1;9.33;10.65;16.81;30.0;10.43;1.76;8.72;9.2;9.56;11.26;15.33;30.0;15.98;4.59;8.53;11.89;17.74;20.12;22.19;30.0;20.11;0.48;19.28;19.61;20.24;20.5;20.77;30.0;42027974656.0;32000812.1;41990508544.0;41994917888.0;42024325120.0;42058931200.0;42074353664.0;30.0;42153484697.6;129448027.27;41830113280.0;42076265472.0;42116128768.0;42247202816.0;42524028928.0;30.0;42083437499.73;37109369.96;42015490048.0;42064399360.0;42075715584.0;42114306048.0;42140495872.0;30.0;3702430651.73;60587121.67;3620524032.0;3639465984.0;3702743040.0;3772747776.0;3782782976.0;30.0;3944507255.47;106640401.86;3589144576.0;3896806400.0;3967471616.0;4029284352.0;4073492480.0;30.0;3704179370.67;55036876.69;3636244480.0;3639440384.0;3703181312.0;3768609792.0;3775287296.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;121.28;58.03;71.36;86.13;89.2;128.33;277.52;30.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;30.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;30.0;24.8;7.59;10.0;20.5;28.5;30.0;35.0;30.0;23.9;7.46;9.0;19.5;28.0;29.0;35.0
http3;remote;20;afternoon;60.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;60.0;9.36;2.08;6.86;7.92;8.79;10.64;15.14;60.0;11.85;3.69;2.97;9.51;12.05;13.89;21.97;60.0;19.91;8.59;8.88;13.55;17.74;27.93;39.03;60.0;13.86;3.84;9.4;9.91;13.12;17.2;21.34;60.0;18.81;4.46;8.54;16.34;20.83;22.02;26.06;60.0;21.16;0.9;20.0;20.47;20.91;21.49;23.1;60.0;27212582365.87;80448550.14;27087785984.0;27109129216.0;27255500800.0;27270398976.0;27310858240.0;60.0;27753302493.87;217494335.61;27293650944.0;27594003456.0;27739516928.0;27896730624.0;28306624512.0;60.0;27403954380.8;227756893.36;27130040320.0;27195119616.0;27330181120.0;27675119616.0;27774423040.0;60.0;3466026598.4;72936675.46;3370643456.0;3388001280.0;3458793472.0;3534194688.0;3595702272.0;60.0;3895442568.53;94416809.04;3581116416.0;3834286080.0;3938334720.0;3963557888.0;4001271808.0;60.0;3465585049.6;58233274.9;3390402560.0;3399822336.0;3461795840.0;3535704064.0;3543252992.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;55.88;23.25;40.95;45.21;47.13;52.04;146.92;60.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;60.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;60.0;49.75;10.77;18.0;49.0;54.0;56.25;62.0;60.0;48.87;10.65;17.0;48.0;53.0;55.25;61.0
http3;remote;20;evening;60.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;60.0;10.53;5.04;5.6;6.8;7.81;13.9;20.02;60.0;14.24;4.61;5.96;11.28;15.65;17.38;25.0;60.0;13.37;3.39;8.37;10.74;12.26;17.69;18.55;60.0;13.66;3.81;9.43;10.11;12.83;15.91;21.72;60.0;19.75;4.63;8.72;16.72;21.42;22.11;29.33;60.0;21.34;0.32;20.78;21.09;21.31;21.57;22.15;60.0;32665509341.87;535509619.73;32252522496.0;32277812224.0;32307873792.0;33407159296.0;33435803648.0;60.0;32694740514.13;218369053.38;32299962368.0;32565074944.0;32691722240.0;32811367424.0;33832218624.0;60.0;32771339127.47;511941793.81;32329957376.0;32389904384.0;32465235968.0;33466494976.0;33530970112.0;60.0;3977701444.27;54345604.0;3900772352.0;3942351872.0;3954024448.0;4048840704.0;4057468928.0;60.0;4241007957.33;54996726.64;4039495680.0;4223522816.0;4249055232.0;4274105344.0;4340600832.0;60.0;3966623334.4;46192609.19;3912876032.0;3922102272.0;3952281600.0;4025848832.0;4032266240.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;61.77;44.22;44.6;45.41;47.13;50.21;249.77;60.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;60.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;60.0;49.2;12.17;10.0;50.75;55.0;56.0;57.0;60.0;48.3;12.05;10.0;49.75;53.0;55.0;56.0
http3;remote;20;morning;60.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;60.0;6.74;0.97;4.49;6.3;6.96;7.39;8.76;60.0;7.46;2.99;1.17;5.13;7.69;9.97;13.37;60.0;9.38;2.52;6.25;7.52;8.74;10.96;14.94;60.0;14.13;3.89;9.73;10.2;13.53;16.94;21.75;60.0;17.83;4.54;8.56;13.8;19.32;21.82;23.12;60.0;21.23;0.5;20.41;20.84;21.05;21.63;22.41;60.0;27430697028.27;93529272.48;27335913472.0;27362203648.0;27376910336.0;27546823680.0;27587788800.0;60.0;27895477248.0;248560660.32;27367915520.0;27754174464.0;27901349888.0;28005732352.0;28474114048.0;60.0;27513597952.0;95257181.0;27410358272.0;27439340544.0;27467051008.0;27615016960.0;27702300672.0;60.0;3647093282.13;14142962.67;3618344960.0;3641701376.0;3649118208.0;3656458240.0;3666497536.0;60.0;4100891989.33;164638835.61;3731140608.0;3970821120.0;4192788480.0;4236654592.0;4300226560.0;60.0;3662350540.8;12146788.97;3639504896.0;3649797120.0;3665115136.0;3671541760.0;3683160064.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;54.27;24.29;40.29;44.6;47.58;52.04;192.13;60.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;60.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;60.0;50.8;9.9;14.0;49.0;53.5;57.0;63.0;60.0;49.95;9.87;13.0;48.0;52.5;56.0;62.0
http3;remote;20;night;60.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;60.0;8.2;2.2;4.88;6.13;7.99;9.93;12.11;60.0;12.16;5.01;2.43;8.7;12.16;15.41;21.6;60.0;12.93;3.7;6.24;9.45;13.72;16.0;19.55;60.0;13.67;3.73;9.38;10.28;12.67;16.22;21.28;60.0;18.77;4.34;8.53;15.97;20.75;21.65;25.25;60.0;21.8;0.96;20.24;20.8;21.96;22.7;23.42;60.0;41932481262.93;117555476.11;41749688320.0;41780103168.0;41985845248.0;42022945792.0;42074902528.0;60.0;42393695709.87;174731127.07;41808764928.0;42313556992.0;42377377792.0;42467661824.0;42793873408.0;60.0;42014478950.4;111183507.59;41823277056.0;41891224576.0;42062262272.0;42092512256.0;42168819712.0;60.0;3610977348.27;108398904.18;3488055296.0;3518468096.0;3571126272.0;3737212928.0;3774238720.0;60.0;4053329646.93;91863829.73;3681710080.0;4053460992.0;4077297664.0;4096196608.0;4134735872.0;60.0;3613131980.8;101844490.66;3506286592.0;3513826304.0;3576272896.0;3746259968.0;3761602560.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;54.55;24.22;41.63;46.25;47.58;51.24;208.14;60.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;60.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;60.0;50.23;9.14;13.0;49.75;53.5;55.0;61.0;60.0;49.32;9.04;12.0;48.75;52.5;54.0;60.0
webrtc;local;1;afternoon;25.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;25.0;9.08;4.54;3.0;7.0;8.0;10.0;20.0;25.0;8.08;5.23;3.0;5.0;6.0;8.0;23.0;25.0;16.6;3.77;9.0;14.0;16.0;19.0;25.0;25.0;8.28;3.65;4.0;6.0;7.0;9.0;18.0;25.0;8.88;4.98;4.0;6.0;7.0;10.0;22.0;25.0;16.32;4.17;10.0;14.0;16.0;17.0;29.0;25.0;31905061109.76;166877472.48;31409487872.0;31848902656.0;31952494592.0;32009670656.0;32142667776.0;25.0;31949402603.52;138547188.28;31587696640.0;31868403712.0;31979122688.0;32044765184.0;32216023040.0;25.0;31821921320.96;152257330.03;31398731776.0;31806963712.0;31855702016.0;31927959552.0;31978491904.0;25.0;31903637012.48;167552735.27;31403855872.0;31848738816.0;31952539648.0;32003219456.0;32131260416.0;25.0;31949735362.56;138593704.41;31587696640.0;31884918784.0;31978991616.0;32044765184.0;32216023040.0;25.0;31930283786.24;165600350.55;31436062720.0;31913222144.0;31945695232.0;32017698816.0;32173617152.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;368.71;24.28;356.82;356.82;356.82;356.82;416.29;25.0;313357763.0;0.0;313357763.0;313357763.0;313357763.0;313357763.0;313357763.0;25.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;25.0;7.0;0.5;6.0;7.0;7.0;7.0;8.0;25.0;6.8;0.41;6.0;7.0;7.0;7.0;7.0
webrtc;local;1;evening;25.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;25.0;10.0;3.72;2.0;7.0;11.0;13.0;17.0;25.0;7.08;3.56;3.0;4.0;6.0;9.0;14.0;25.0;18.0;6.25;8.0;14.0;16.0;21.0;34.0;25.0;9.32;5.14;0.0;6.0;9.0;12.0;21.0;25.0;7.92;3.68;4.0;5.0;7.0;10.0;17.0;25.0;17.36;6.45;8.0;12.0;15.0;23.0;32.0;25.0;33112056791.04;241392713.18;32673255424.0;32925519872.0;33014554624.0;33341743104.0;33498177536.0;25.0;33128231403.52;235639461.49;32723836928.0;32932372480.0;33050755072.0;33349976064.0;33486348288.0;25.0;33034838671.36;233516229.38;32658894848.0;32858824704.0;32968339456.0;33258782720.0;33389563904.0;25.0;33114715422.72;239032560.76;32672866304.0;32935325696.0;33014550528.0;33341743104.0;33492475904.0;25.0;33128550236.16;235302733.45;32724320256.0;32932372480.0;33050755072.0;33350021120.0;33486696448.0;25.0;33133420380.16;237344365.94;32768720896.0;32959258624.0;33026969600.0;33373962240.0;33475862528.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;368.71;24.28;356.82;356.82;356.82;356.82;416.29;25.0;313357763.0;0.0;313357763.0;313357763.0;313357763.0;313357763.0;313357763.0;25.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;25.0;7.32;0.56;7.0;7.0;7.0;8.0;9.0;25.0;6.8;0.41;6.0;7.0;7.0;7.0;7.0
webrtc;local;1;morning;25.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;25.0;4.36;2.31;1.0;3.0;4.0;6.0;9.0;25.0;4.56;3.11;1.0;2.0;4.0;6.0;13.0;25.0;12.28;1.97;8.0;12.0;12.0;13.0;17.0;25.0;4.68;3.11;2.0;2.0;4.0;5.0;13.0;25.0;5.16;3.21;1.0;4.0;4.0;6.0;15.0;25.0;13.36;5.25;10.0;11.0;12.0;14.0;36.0;25.0;23864856412.16;246601034.32;22898810880.0;23869620224.0;23929548800.0;23996264448.0;24069730304.0;25.0;23921613537.28;149541906.75;23429464064.0;23898230784.0;23948812288.0;24007454720.0;24109780992.0;25.0;23751725547.52;210054318.13;22973546496.0;23773327360.0;23823646720.0;23849431040.0;23904673792.0;25.0;23866924400.64;244162602.99;22916632576.0;23871328256.0;23930458112.0;23996616704.0;24071225344.0;25.0;23922149621.76;150417222.51;23429464064.0;23885357056.0;23948763136.0;24010788864.0;24109789184.0;25.0;23871234375.68;203963876.49;23123693568.0;23879159808.0;23942270976.0;23974834176.0;24025624576.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;397.26;28.31;356.82;356.82;416.29;416.29;416.29;25.0;313357763.0;0.0;313357763.0;313357763.0;313357763.0;313357763.0;313357763.0;25.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;25.0;6.8;0.65;6.0;6.0;7.0;7.0;9.0;25.0;6.32;0.48;6.0;6.0;6.0;7.0;7.0
webrtc;local;1;night;25.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;25.0;6.12;2.93;2.0;4.0;6.0;8.0;14.0;25.0;5.56;3.51;2.0;3.0;4.0;7.0;17.0;25.0;15.2;3.87;10.0;12.0;15.0;17.0;23.0;25.0;5.48;3.23;2.0;4.0;5.0;6.0;17.0;25.0;6.16;3.46;2.0;4.0;5.0;8.0;17.0;25.0;15.08;3.87;10.0;12.0;15.0;17.0;27.0;25.0;41157689999.36;243813299.0;40303878144.0;41112801280.0;41217900544.0;41268994048.0;41533390848.0;25.0;41231987343.36;166443353.19;40705703936.0;41180925952.0;41247215616.0;41324916736.0;41585197056.0;25.0;41068996526.08;202594126.72;40356016128.0;41062735872.0;41101066240.0;41141784576.0;41388298240.0;25.0;41157675909.12;243900574.98;40302387200.0;41114939392.0;41216577536.0;41276284928.0;41535045632.0;25.0;41231669002.24;166185159.47;40705728512.0;41180925952.0;41247215616.0;41314140160.0;41585197056.0;25.0;41198107361.28;199647251.41;40494882816.0;41197940736.0;41239830528.0;41271132160.0;41536512000.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;385.36;30.32;356.82;356.82;356.82;416.29;416.29;25.0;313357763.0;0.0;313357763.0;313357763.0;313357763.0;313357763.0;313357763.0;25.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;25.0;6.88;0.83;6.0;6.0;7.0;7.0;10.0;25.0;6.52;0.51;6.0;6.0;7.0;7.0;7.0
webrtc;local;5;afternoon;14.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;14.0;26.71;12.97;13.0;18.0;23.0;31.0;59.0;14.0;16.29;3.24;10.0;14.25;16.0;17.0;22.0;14.0;22.07;5.27;11.0;21.0;22.0;24.75;30.0;14.0;25.36;8.83;15.0;18.25;24.5;28.0;45.0;14.0;16.29;2.73;12.0;14.25;16.0;17.0;22.0;14.0;15.0;5.17;8.0;11.25;14.5;18.75;26.0;14.0;32098920448.0;32756414.3;32047194112.0;32075929600.0;32102658048.0;32123368448.0;32143110144.0;14.0;32065489481.14;74563762.3;31974055936.0;31993008128.0;32057788416.0;32143525888.0;32166535168.0;14.0;32112584411.43;36237479.14;32048123904.0;32075598848.0;32129134592.0;32140818432.0;32150335488.0;14.0;32098092178.29;34140791.96;32047542272.0;32069819392.0;32102828032.0;32121064448.0;32144846848.0;14.0;32065654491.43;74245951.72;31974055936.0;31993846784.0;32056958976.0;32143473664.0;32165343232.0;14.0;32141046930.29;39482418.92;32096923648.0;32103000064.0;32136404992.0;32176809984.0;32216301568.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;86.97;4.29;80.57;82.73;89.2;89.2;92.51;14.0;313357763.0;0.0;313357763.0;313357763.0;313357763.0;313357763.0;313357763.0;14.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;14.0;29.29;1.86;27.0;28.0;28.5;31.25;32.0;14.0;28.79;1.48;27.0;28.0;28.0;30.25;31.0
webrtc;local;5;evening;15.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;15.0;23.47;5.34;16.0;19.5;22.0;26.5;32.0;15.0;12.6;4.72;7.0;9.0;11.0;16.5;20.0;15.0;17.13;5.88;9.0;14.0;17.0;18.0;36.0;15.0;23.87;5.6;17.0;20.0;22.0;25.5;35.0;15.0;12.33;4.85;7.0;8.5;10.0;16.0;20.0;15.0;15.07;2.05;12.0;14.0;16.0;16.0;19.0;15.0;32970514432.0;69381246.78;32863461376.0;32934543360.0;32958578688.0;33031442432.0;33061707776.0;15.0;32985852040.53;47376494.59;32926298112.0;32932794368.0;32980996096.0;33025394688.0;33051049984.0;15.0;32971011686.4;73362568.05;32863322112.0;32893472768.0;32979365888.0;33045424128.0;33062871040.0;15.0;32970120396.8;65839114.27;32864133120.0;32937328640.0;32956715008.0;33028927488.0;33043456000.0;15.0;32987670118.4;47778951.09;32925859840.0;32932737024.0;32980996096.0;33025527808.0;33051045888.0;15.0;33011801838.93;78010510.03;32900853760.0;32923047936.0;33028046848.0;33068552192.0;33105510400.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;82.36;1.31;80.57;80.57;83.26;83.26;83.26;15.0;313357763.0;0.0;313357763.0;313357763.0;313357763.0;313357763.0;313357763.0;15.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;15.0;30.87;0.35;30.0;31.0;31.0;31.0;31.0;15.0;30.33;0.49;30.0;30.0;30.0;31.0;31.0
webrtc;local;5;morning;15.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;15.0;21.07;4.99;12.0;19.5;21.0;24.0;31.0;15.0;8.8;5.57;3.0;4.0;8.0;12.0;21.0;15.0;15.2;7.13;6.0;10.5;14.0;17.0;31.0;15.0;20.67;5.0;13.0;16.0;22.0;24.0;30.0;15.0;9.27;6.08;3.0;4.0;8.0;12.0;23.0;15.0;16.67;4.12;7.0;15.0;17.0;19.0;22.0;15.0;23967423419.73;90902078.74;23845380096.0;23881218048.0;23953502208.0;24056809472.0;24067743744.0;15.0;24150559129.6;78485139.31;24075845632.0;24091205632.0;24110379008.0;24232624128.0;24285847552.0;15.0;23942354807.47;105516268.82;23827230720.0;23843903488.0;23914483712.0;24062689280.0;24095186944.0;15.0;23961278600.53;95740473.99;23833677824.0;23874662400.0;23903555584.0;24056152064.0;24072237056.0;15.0;24149723818.67;77906753.53;24075845632.0;24091205632.0;24110325760.0;24231448576.0;24282177536.0;15.0;23981139558.4;102473318.07;23883845632.0;23905798144.0;23926505472.0;24111187968.0;24136306688.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;101.01;7.71;89.2;92.51;104.07;104.07;113.53;15.0;313357763.0;0.0;313357763.0;313357763.0;313357763.0;313357763.0;313357763.0;15.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;15.0;24.93;2.19;22.0;23.5;24.0;27.5;28.0;15.0;24.87;1.96;22.0;24.0;24.0;27.0;28.0
webrtc;local;5;night;15.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;15.0;22.53;8.24;12.0;18.0;20.0;25.0;41.0;15.0;9.2;4.62;5.0;7.0;8.0;10.5;24.0;15.0;19.07;8.9;6.0;13.0;17.0;24.0;40.0;15.0;21.53;9.03;13.0;16.0;18.0;23.5;45.0;15.0;9.47;5.45;5.0;6.5;8.0;11.0;27.0;15.0;19.2;7.05;12.0;14.0;17.0;21.0;33.0;15.0;41231241489.07;81651474.04;41129484288.0;41166856192.0;41235517440.0;41282920448.0;41376968704.0;15.0;41212003942.4;50371543.16;41159352320.0;41170497536.0;41192071168.0;41243500544.0;41309646848.0;15.0;41219693499.73;73972646.14;41143832576.0;41163995136.0;41183748096.0;41310248960.0;41324384256.0;15.0;41230667229.87;84874287.17;41133871104.0;41159936000.0;41182748672.0;41287555072.0;41384964096.0;15.0;41212072209.07;49655562.98;41159352320.0;41169975296.0;41192071168.0;41243459584.0;41306673152.0;15.0;41258370389.33;60174389.74;41193123840.0;41217857536.0;41227739136.0;41333499904.0;41347207168.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;94.66;2.3;92.51;92.51;96.07;96.07;99.91;15.0;313357763.0;0.0;313357763.0;313357763.0;313357763.0;313357763.0;313357763.0;15.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;15.0;26.73;0.59;25.0;27.0;27.0;27.0;27.0;15.0;26.4;0.63;25.0;26.0;26.0;27.0;27.0
webrtc;local;10;afternoon;28.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;28.0;36.21;10.26;21.0;28.0;36.0;41.0;60.0;28.0;22.54;4.99;15.0;18.0;22.5;25.25;34.0;28.0;23.21;8.67;8.0;16.75;22.5;30.0;40.0;28.0;33.68;11.15;17.0;25.75;32.0;39.25;60.0;28.0;22.54;4.74;14.0;19.0;23.0;25.0;34.0;28.0;16.46;5.19;8.0;13.75;14.0;20.25;30.0;28.0;32129973248.0;115628761.24;31947509760.0;32029516800.0;32106915840.0;32250992640.0;32345640960.0;28.0;32328961755.43;188334079.18;32062488576.0;32099463168.0;32421842944.0;32494759936.0;32532537344.0;28.0;32162798884.57;114108336.17;32021348352.0;32072183808.0;32128061440.0;32284502016.0;32346681344.0;28.0;32136424009.14;116656674.26;31958241280.0;32053805056.0;32105777152.0;32250939392.0;32348635136.0;28.0;32328707218.29;186687027.76;32063160320.0;32099397632.0;32421621760.0;32494611456.0;32530853888.0;28.0;32237919378.29;116858875.4;32096620544.0;32138159104.0;32201857024.0;32380155904.0;32416866304.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;38.33;0.72;37.28;37.84;38.43;39.03;39.65;28.0;313357763.0;0.0;313357763.0;313357763.0;313357763.0;313357763.0;313357763.0;28.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;28.0;65.57;1.29;64.0;64.0;66.0;67.0;67.0;28.0;65.18;1.22;63.0;64.0;65.0;66.0;67.0
