Protocol;Environment;ParallelClients;TimeSlot;BytesPayload;BytesPayload;BytesPayload;BytesPayload;BytesPayload;BytesPayload;BytesPayload;BytesPayload;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientBefore;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientAfter;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuClientWhile;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerBefore;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerAfter;CpuServerWhile;CpuServerWhile;CpuServerWhile;CpuServerWhile;CpuServerWhile;CpuServerWhile;CpuServerWhile;CpuServerWhile;RamClientBefore;RamClientBefore;RamClientBefore;RamClientBefore;RamClientBefore;RamClientBefore;RamClientBefore;RamClientBefore;RamClientAfter;RamClientAfter;RamClientAfter;RamClientAfter;RamClientAfter;RamClientAfter;RamClientAfter;RamClientAfter;RamClientWhile;RamClientWhile;RamClientWhile;RamClientWhile;RamClientWhile;RamClientWhile;RamClientWhile;RamClientWhile;RamServerBefore;RamServerBefore;RamServerBefore;RamServerBefore;RamServerBefore;RamServerBefore;RamServerBefore;RamServerBefore;RamServerAfter;RamServerAfter;RamServerAfter;RamServerAfter;RamServerAfter;RamServerAfter;RamServerAfter;RamServerAfter;RamServerWhile;RamServerWhile;RamServerWhile;RamServerWhile;RamServerWhile;RamServerWhile;RamServerWhile;RamServerWhile;LostPackets;LostPackets;LostPackets;LostPackets;LostPackets;LostPackets;LostPackets;LostPackets;ThroughputMbps;ThroughputMbps;ThroughputMbps;ThroughputMbps;ThroughputMbps;ThroughputMbps;ThroughputMbps;ThroughputMbps;BytesSentTotal;BytesSentTotal;BytesSentTotal;BytesSentTotal;BytesSentTotal;BytesSentTotal;BytesSentTotal;BytesSentTotal;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;BandwidthEfficiency;ConnectionDuration;ConnectionDuration;ConnectionDuration;ConnectionDuration;ConnectionDuration;ConnectionDuration;ConnectionDuration;ConnectionDuration;TransferDuration;TransferDuration;TransferDuration;TransferDuration;TransferDuration;TransferDuration;TransferDuration;TransferDuration
;;;;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max;count;mean;std;min;25%;50%;75%;max
http3;local;10;evening;30.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;30.0;11.43;4.54;4.79;6.05;12.38;14.15;19.14;30.0;12.23;4.02;6.84;8.32;12.19;15.6;20.02;30.0;27.46;6.05;18.76;20.1;29.15;31.64;36.72;30.0;15.84;6.55;5.44;10.18;14.34;22.57;26.95;30.0;15.48;6.83;6.34;10.52;14.21;19.35;34.67;30.0;28.99;5.04;21.78;22.58;31.18;32.69;35.64;30.0;33985523302.4;70815270.39;33882890240.0;33898723328.0;34012473344.0;34055174144.0;34061111296.0;30.0;34105429333.33;62367704.72;34009473024.0;34047455232.0;34101295104.0;34158377984.0;34184540160.0;30.0;34036686028.8;43766137.39;33989332992.0;34001778688.0;34012665856.0;34081973248.0;34116902912.0;30.0;33975033446.4;66257138.95;33908539392.0;33928966144.0;33943314432.0;34044283904.0;34088701952.0;30.0;34148458086.4;42273944.22;34072236032.0;34104066048.0;34160242688.0;34182586368.0;34249281536.0;30.0;34087026688.0;64471013.08;33979547648.0;34042556416.0;34057578496.0;34162010112.0;34194739200.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;74.73;1.28;73.46;73.46;75.69;75.69;78.05;30.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;30.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;30.0;34.77;0.43;34.0;35.0;35.0;35.0;35.0;30.0;33.43;0.57;32.0;33.0;33.0;34.0;34.0
http3;local;10;morning;30.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;30.0;4.09;1.33;2.55;2.85;3.77;5.21;6.45;30.0;5.2;2.12;2.39;3.59;5.16;5.76;12.39;30.0;21.0;2.26;16.89;19.35;20.54;22.83;25.17;30.0;6.69;3.81;2.51;3.79;5.75;8.08;19.2;30.0;10.02;5.62;4.72;5.87;7.25;12.49;22.36;30.0;21.21;2.44;17.38;19.27;20.62;23.91;24.61;30.0;24220873659.73;383609779.9;23690616832.0;23701378048.0;24402214912.0;24553803776.0;24571203584.0;30.0;24663376554.67;173303290.12;24394825728.0;24438973440.0;24764928000.0;24795930624.0;24826732544.0;30.0;24287862784.0;358002797.51;23775637504.0;23804952576.0;24487163904.0;24569013248.0;24614133760.0;30.0;24222691601.07;378823952.39;23694028800.0;23712599040.0;24388536320.0;24562860032.0;24583331840.0;30.0;24685721190.4;157385461.19;24433713152.0;24516100096.0;24763924480.0;24820375552.0;24824135680.0;30.0;24340410914.13;345308466.55;23850500096.0;23873675264.0;24520916992.0;24615145472.0;24665214976.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;94.24;3.12;89.2;92.51;96.07;96.07;99.91;30.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;30.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;30.0;27.4;1.16;26.0;27.0;27.0;29.0;29.0;30.0;26.53;0.9;25.0;26.0;26.0;27.0;28.0
http3;local;10;night;30.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;30.0;9.66;3.77;3.33;5.29;11.67;12.45;13.87;30.0;8.32;2.86;4.54;6.27;7.67;8.65;17.32;30.0;20.79;0.95;17.73;20.36;21.09;21.4;22.06;30.0;10.6;2.71;5.87;8.24;10.88;12.26;15.2;30.0;14.89;3.38;8.86;12.32;14.87;16.71;22.82;30.0;23.45;2.35;18.82;21.41;23.93;25.46;26.55;30.0;40650492177.07;206127955.58;40395169792.0;40399537152.0;40670478336.0;40885112832.0;40908701696.0;30.0;40836226662.4;126125095.4;40697761792.0;40742661120.0;40776568832.0;40993671168.0;41027125248.0;30.0;40673810568.53;142301093.32;40484139008.0;40502988800.0;40688300032.0;40826416128.0;40850829312.0;30.0;40650963353.6;206838814.83;40414138368.0;40444073984.0;40600463360.0;40910530560.0;40929746944.0;30.0;40953500057.6;82940364.46;40783421440.0;40930137088.0;40961937408.0;41020802048.0;41122545664.0;30.0;40723100603.73;144005601.03;40536297472.0;40548751360.0;40743026688.0;40838303744.0;40918130688.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;71.54;1.77;69.38;69.38;71.36;73.46;73.46;30.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;30.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;30.0;35.43;1.57;34.0;34.0;35.0;37.0;38.0;30.0;34.93;0.87;34.0;34.0;35.0;36.0;36.0
http3;local;20;afternoon;60.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;60.0;14.97;2.78;9.94;11.97;15.96;17.12;19.14;60.0;18.98;7.82;8.42;12.92;15.97;25.77;35.16;60.0;32.17;3.36;24.18;30.37;32.62;34.21;37.76;60.0;20.22;5.57;12.3;16.19;18.7;23.41;32.62;60.0;25.71;8.23;10.36;16.77;29.19;32.84;36.82;60.0;30.98;2.64;26.95;29.1;30.37;32.35;37.79;60.0;31812709102.93;1085988647.24;30266941440.0;30297675776.0;32522121216.0;32626480128.0;32670519296.0;60.0;32673336320.0;128887694.39;32427339776.0;32595107840.0;32686651392.0;32775586816.0;32943083520.0;60.0;31895334843.73;1056310075.83;30388543488.0;30430735360.0;32602726400.0;32650592256.0;32710373376.0;60.0;31824346453.33;1053402290.05;30297645056.0;30390509568.0;32485040128.0;32619061248.0;32654233600.0;60.0;32736504354.13;96268205.81;32621903872.0;32680767488.0;32692899840.0;32829607936.0;32926756864.0;60.0;31925324390.4;1062656562.94;30406115328.0;30455728128.0;32643364864.0;32678512640.0;32725172224.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;37.47;0.59;36.2;37.14;37.28;37.84;39.03;60.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;60.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;60.0;67.8;1.02;66.0;67.0;68.0;69.0;69.0;60.0;66.68;1.05;64.0;66.0;67.0;67.25;69.0
http3;local;20;evening;60.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;60.0;10.06;2.04;5.86;9.48;10.4;11.51;15.62;60.0;16.04;6.49;9.08;10.91;13.76;19.5;33.43;60.0;24.04;1.29;21.56;23.38;23.72;25.01;27.44;60.0;16.32;4.38;9.96;12.48;16.1;19.04;25.05;60.0;25.66;6.84;9.11;21.57;26.57;31.15;35.55;60.0;24.61;1.78;21.97;23.23;24.02;26.51;27.88;60.0;34054804548.27;101894245.02;33857048576.0;33989471232.0;34013945856.0;34179162112.0;34223525888.0;60.0;34165159936.0;136357430.47;33973796864.0;34076497920.0;34121119744.0;34279136256.0;34479845376.0;60.0;34113986286.93;113043204.72;33958883328.0;34017241088.0;34081232896.0;34232807424.0;34305081344.0;60.0;34054001664.0;133027243.24;33857089536.0;33921150976.0;34043975680.0;34203450368.0;34244067328.0;60.0;34248374818.13;127147922.86;34095591424.0;34140813312.0;34202202112.0;34358747136.0;34507067392.0;60.0;34159684130.13;130376352.36;33982468096.0;34037000192.0;34139547648.0;34307364864.0;34352074752.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;38.64;0.59;37.84;38.43;38.43;39.03;39.65;60.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;60.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;60.0;65.32;0.65;64.0;65.0;65.0;66.0;66.0;60.0;64.65;0.99;63.0;64.0;65.0;65.0;66.0
http3;local;20;morning;60.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;60.0;7.82;3.98;3.86;4.94;5.92;10.2;25.98;60.0;15.74;7.36;6.29;8.21;17.6;23.05;27.15;60.0;26.66;3.83;18.58;23.32;26.9;28.54;33.86;60.0;15.24;7.93;3.91;9.2;13.48;20.25;33.79;60.0;18.84;4.62;8.5;16.33;18.41;22.92;26.61;60.0;25.21;2.06;21.21;23.53;25.08;27.08;29.05;60.0;24544429124.27;266435392.78;24297181184.0;24351828992.0;24383447040.0;24897771520.0;24938385408.0;60.0;24631784379.73;304368701.11;24231960576.0;24385662976.0;24601143296.0;25001593856.0;25064140800.0;60.0;24660035788.8;275092958.89;24401231872.0;24455270400.0;24499302400.0;25002956800.0;25092014080.0;60.0;24575048908.8;284366927.51;24299409408.0;24363589632.0;24395130880.0;24927257600.0;25019539456.0;60.0;24680115336.53;269213203.46;24266235904.0;24415456256.0;24661080064.0;24990225408.0;25044815872.0;60.0;24722074760.53;268808323.45;24466866176.0;24522782720.0;24566669312.0;25078945792.0;25141534720.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;45.9;2.34;43.82;43.82;44.6;48.97;49.95;60.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;60.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;60.0;55.63;2.76;51.0;52.0;57.0;58.0;58.0;60.0;54.55;2.69;50.0;51.0;56.0;57.0;57.0
http3;local;20;night;60.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;60.0;10.3;1.88;7.44;8.44;10.66;12.02;13.18;60.0;12.36;5.97;4.69;9.39;10.65;12.8;32.13;60.0;20.54;3.16;3.89;19.84;21.57;22.09;23.83;60.0;13.82;3.73;6.34;11.62;13.51;16.87;20.21;60.0;17.91;8.44;4.72;11.82;17.09;23.78;33.2;60.0;18.09;8.82;2.15;10.18;21.92;25.39;27.34;60.0;40979361518.93;173904174.9;40723488768.0;40742572032.0;41061480448.0;41125324800.0;41142222848.0;60.0;41308754670.93;76898477.16;41056690176.0;41267437568.0;41326835712.0;41348550656.0;41499107328.0;60.0;41108378692.27;171095127.55;40837074944.0;40885445632.0;41214730240.0;41237984256.0;41261346816.0;60.0;41031039658.67;168450047.3;40744714240.0;40841290752.0;41106059264.0;41150760960.0;41256615936.0;60.0;41375742361.6;56778945.28;41272659968.0;41338925056.0;41346410496.0;41404180480.0;41519165440.0;60.0;41125611520.0;129252767.97;40917266432.0;40964368384.0;41200730112.0;41224799232.0;41250779136.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;38.02;0.74;36.73;37.28;37.84;39.03;39.03;60.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;60.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;60.0;66.37;1.28;64.0;65.0;67.0;67.0;68.0;60.0;65.72;1.26;64.0;64.0;66.0;67.0;68.0
http3;remote;1;afternoon;25.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;25.0;4.77;2.17;2.45;3.03;4.22;5.74;9.28;25.0;5.29;2.54;2.05;3.93;4.53;6.37;13.47;25.0;7.04;2.77;2.83;5.12;6.21;8.01;13.57;25.0;8.53;0.1;8.36;8.51;8.53;8.54;8.71;25.0;8.95;1.14;8.38;8.54;8.68;8.7;14.12;25.0;13.38;2.26;9.88;12.31;13.39;14.0;17.48;25.0;33547746508.8;556112566.44;31328718848.0;33372381184.0;33693507584.0;33891348480.0;34050109440.0;25.0;33394952765.44;1237348564.44;27848232960.0;33404268544.0;33749045248.0;33919631360.0;34080587776.0;25.0;33528518574.08;626094427.25;30886309888.0;33421049856.0;33712513024.0;33862873088.0;34051584000.0;25.0;3331222077.44;41095428.65;3216179200.0;3311562752.0;3336589312.0;3368099840.0;3384840192.0;25.0;3354647592.96;38149109.69;3274928128.0;3327582208.0;3362177024.0;3385212928.0;3412897792.0;25.0;3326063575.04;37501030.18;3236610048.0;3300827136.0;3330371584.0;3350831104.0;3378663424.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;294.34;97.71;99.91;277.52;312.21;356.82;499.54;25.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;25.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;25.0;10.88;5.95;5.0;8.0;9.0;9.0;26.0;25.0;10.2;5.89;5.0;7.0;8.0;9.0;25.0
http3;remote;1;evening;25.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;25.0;6.2;5.24;2.25;2.81;4.49;7.46;24.8;25.0;6.01;3.8;1.92;3.25;4.49;7.13;15.62;25.0;8.07;3.47;2.52;6.35;7.25;8.81;17.22;25.0;8.76;0.29;8.4;8.57;8.71;8.86;9.93;25.0;8.94;0.7;8.54;8.71;8.72;8.88;12.08;25.0;14.61;2.54;9.76;12.67;14.02;17.09;18.07;25.0;32918514565.12;655020998.1;31601020928.0;32486830080.0;33196363776.0;33452310528.0;33821003776.0;25.0;33000779448.32;602648869.67;31847170048.0;32578379776.0;33214496768.0;33482915840.0;33851871232.0;25.0;32909726351.36;646264744.28;31601381376.0;32508268544.0;33191845888.0;33453617152.0;33683341312.0;25.0;3663412101.12;50428946.54;3536982016.0;3640516608.0;3665477632.0;3696680960.0;3762147328.0;25.0;3682145402.88;48472196.08;3586985984.0;3654590464.0;3676704768.0;3720404992.0;3767197696.0;25.0;3666580439.04;52164299.43;3552935936.0;3636219904.0;3673481216.0;3695415296.0;3770613760.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;352.62;125.14;92.51;277.52;356.82;416.29;624.43;25.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;25.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;25.0;9.24;5.22;5.0;6.0;8.0;9.0;28.0;25.0;8.52;4.98;4.0;6.0;7.0;9.0;27.0
http3;remote;1;morning;25.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;25.0;2.64;1.47;0.97;1.76;2.15;3.23;7.65;25.0;1.96;0.91;0.49;1.44;1.64;2.44;4.31;25.0;4.65;1.42;2.39;3.45;4.67;5.49;7.23;25.0;8.8;0.41;8.4;8.56;8.71;8.72;10.23;25.0;8.76;0.12;8.56;8.71;8.71;8.86;9.02;25.0;14.2;1.84;11.28;13.05;13.78;14.6;19.02;25.0;27070202019.84;182431278.63;26438447104.0;27028160512.0;27129806848.0;27169619968.0;27236147200.0;25.0;27125521448.96;125693149.92;26691448832.0;27131006976.0;27169464320.0;27195289600.0;27245830144.0;25.0;27067045969.92;172252701.29;26462044160.0;27044786176.0;27126648832.0;27159740416.0;27218173952.0;25.0;3637432156.16;35914696.64;3530952704.0;3627270144.0;3644088320.0;3660099584.0;3690110976.0;25.0;3659272355.84;34844218.09;3548291072.0;3652624384.0;3665084416.0;3679928320.0;3709718528.0;25.0;3637062696.96;34284264.59;3532255232.0;3628158976.0;3644792832.0;3655696384.0;3686137856.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;324.06;48.87;192.13;312.21;312.21;356.82;416.29;25.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;25.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;25.0;8.32;1.75;6.0;7.0;8.0;9.0;14.0;25.0;7.92;1.53;6.0;7.0;8.0;8.0;13.0
http3;remote;1;night;25.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;25.0;4.68;2.37;1.84;3.12;3.91;5.5;10.45;25.0;3.66;1.66;1.46;2.6;3.38;4.34;7.52;25.0;7.37;2.2;3.83;5.81;7.25;8.4;12.33;25.0;8.69;0.32;8.36;8.53;8.54;8.72;9.73;25.0;8.64;0.25;8.36;8.54;8.56;8.68;9.73;25.0;15.03;2.17;11.24;12.94;15.71;16.61;19.8;25.0;41613630341.12;186125974.11;41014341632.0;41571614720.0;41692213248.0;41721032704.0;41841786880.0;25.0;41662532812.8;148497650.54;41221427200.0;41609830400.0;41704132608.0;41746907136.0;41889755136.0;25.0;41613365411.84;184849165.36;40983805952.0;41611063296.0;41681215488.0;41710276608.0;41812099072.0;25.0;3480824709.12;36675246.83;3375476736.0;3478921216.0;3487133696.0;3499134976.0;3546025984.0;25.0;3505705123.84;34238701.36;3396878336.0;3495792640.0;3510214656.0;3522613248.0;3555246080.0;25.0;3480890245.12;37510506.08;3364306944.0;3476103168.0;3485855744.0;3498344448.0;3539931136.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;390.71;109.72;208.14;312.21;356.82;499.54;624.43;25.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;25.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;25.0;7.72;1.81;5.0;6.0;8.0;9.0;12.0;25.0;6.88;1.9;4.0;5.0;7.0;8.0;12.0
http3;remote;5;afternoon;15.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;15.0;7.93;4.05;2.23;2.82;9.21;11.74;12.3;15.0;9.2;3.77;3.49;6.89;8.49;10.99;16.67;15.0;9.09;1.85;6.3;7.33;9.34;10.71;11.52;15.0;9.07;0.36;8.7;8.78;8.88;9.44;9.68;15.0;12.2;2.85;8.39;10.44;11.53;13.69;18.35;15.0;19.44;0.55;18.71;19.05;19.15;19.92;20.47;15.0;27255507080.53;153036374.51;27128176640.0;27129452544.0;27176779776.0;27442661376.0;27493822464.0;15.0;27234360251.73;128250672.19;27013419008.0;27157958656.0;27234435072.0;27278114816.0;27510915072.0;15.0;27211131562.67;17063190.63;27193454592.0;27194845184.0;27208847360.0;27223123968.0;27241926656.0;15.0;3336166877.87;27470750.67;3291598848.0;3307266048.0;3338559488.0;3362539520.0;3370971136.0;15.0;3417010176.0;51377758.26;3317940224.0;3386662912.0;3411021824.0;3458830336.0;3488391168.0;15.0;3334738739.2;15690571.39;3315638272.0;3317630976.0;3334213632.0;3351771136.0;3356495872.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;165.88;89.13;86.13;99.91;124.89;217.6;356.82;15.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;15.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;15.0;19.4;7.75;7.0;12.0;21.0;25.5;30.0;15.0;18.73;7.79;7.0;11.5;20.0;25.0;29.0
http3;remote;5;evening;15.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;15.0;6.05;0.47;4.73;5.95;6.15;6.3;6.76;15.0;8.79;5.07;3.91;5.16;7.52;9.51;21.79;15.0;12.95;4.46;6.98;8.11;13.25;16.56;19.82;15.0;9.08;0.27;8.74;8.89;9.05;9.3;9.55;15.0;13.3;3.44;8.71;10.58;13.92;15.24;19.36;15.0;20.35;0.87;19.12;19.34;20.6;21.08;21.51;15.0;33410351104.0;105570428.7;33264816128.0;33270640640.0;33472053248.0;33478023168.0;33520771072.0;15.0;33666789102.93;120754034.27;33503670272.0;33583013888.0;33676525568.0;33724831744.0;33876496384.0;15.0;33453957393.07;77722129.1;33347497984.0;33357029376.0;33479499776.0;33524486144.0;33537777664.0;15.0;3735485371.73;86541848.29;3662999552.0;3668103168.0;3690196992.0;3852101632.0;3853762560.0;15.0;3816067618.13;78671725.42;3647016960.0;3785250816.0;3823210496.0;3871377408.0;3957850112.0;15.0;3728081988.27;76214442.8;3661684736.0;3662862336.0;3691274240.0;3830018048.0;3832135680.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;196.96;96.9;83.26;135.11;166.51;238.42;416.29;15.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;15.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;15.0;16.27;6.61;6.0;12.0;17.0;19.5;30.0;15.0;15.33;6.44;6.0;10.5;15.0;18.5;30.0
http3;remote;5;morning;15.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;15.0;4.17;1.15;2.15;3.17;4.46;5.18;5.64;15.0;3.95;2.1;1.08;2.87;3.26;4.92;9.97;15.0;7.08;2.34;4.83;5.38;6.02;8.28;11.62;15.0;9.23;0.47;8.74;8.9;9.06;9.41;10.42;15.0;11.63;1.99;8.57;10.21;11.8;12.8;14.45;15.0;19.77;0.42;19.15;19.44;19.73;20.15;20.4;15.0;27174787481.6;95235701.22;27056439296.0;27059462144.0;27179208704.0;27277887488.0;27293782016.0;15.0;27276660736.0;166942059.15;27027034112.0;27128420352.0;27294773248.0;27417853952.0;27483852800.0;15.0;27220413371.73;64724931.78;27128750080.0;27167182848.0;27216023552.0;27293190144.0;27305623552.0;15.0;3639703688.53;5602171.25;3631280128.0;3632701440.0;3642703872.0;3643879424.0;3644817408.0;15.0;3745911330.13;55269506.14;3619131392.0;3704260608.0;3755720704.0;3792941056.0;3811409920.0;15.0;3640918289.07;9805787.03;3627069440.0;3629142016.0;3643629568.0;3649101824.0;3653230592.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;114.74;39.32;89.2;96.07;99.91;121.91;249.77;15.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;15.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;15.0;23.67;4.51;10.0;21.5;25.0;26.5;29.0;15.0;23.13;4.49;10.0;20.5;25.0;26.0;28.0
http3;remote;5;night;15.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;15.0;7.12;1.82;4.49;5.42;7.82;8.81;9.28;15.0;9.75;5.26;3.18;6.02;9.2;12.46;24.01;15.0;9.57;2.37;5.59;7.88;10.25;11.67;12.46;15.0;8.98;0.25;8.71;8.8;8.89;9.05;9.56;15.0;13.61;3.82;8.53;10.58;13.34;16.89;18.82;15.0;19.88;0.86;18.64;19.0;20.2;20.62;21.01;15.0;41777219720.53;19950363.68;41753600000.0;41755015168.0;41776209920.0;41795055616.0;41810587648.0;15.0;42007710651.73;155026574.41;41756811264.0;41850468352.0;42061684736.0;42121943040.0;42192220160.0;15.0;41819319500.8;33770038.81;41778331648.0;41788082176.0;41809661952.0;41855563776.0;41866387456.0;15.0;3499207065.6;32320170.69;3458551808.0;3458551808.0;3504205824.0;3533971456.0;3536093184.0;15.0;3651828121.6;89306158.37;3474132992.0;3590553600.0;3669737472.0;3710742528.0;3777011712.0;15.0;3503015799.47;33879531.21;3463258112.0;3464124416.0;3501539328.0;3542951936.0;3544625152.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;194.58;79.43;96.07;142.84;178.41;208.14;356.82;15.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;15.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;15.0;15.07;5.38;7.0;12.0;14.0;18.0;27.0;15.0;14.67;5.25;7.0;12.0;14.0;17.5;26.0
http3;remote;10;afternoon;30.0;312214163.0;0.0;312214163.0;312214163.0;312214163.0;312214163.0;312214163.0;30.0;5.46;1.0;4.0;4.45;5.38;6.24;6.97;30.0;9.23;3.53;3.43;6.37;8.94;11.69;18.36;30.0;9.25;2.09;6.97;8.06;8.94;9.5;17.56;30.0;10.63;1.38;8.92;9.4;10.34;11.52;14.24;30.0;14.98;4.21;8.53;11.95;14.43;19.39;21.45;30.0;20.96;0.48;19.83;20.71;20.87;21.29;21.98;30.0;27059669401.6;49188784.32;26993020928.0;26993380352.0;27082997760.0;27086218240.0;27122094080.0;30.0;27362902289.07;155180382.51;27093098496.0;27260906496.0;27383984128.0;27472581632.0;27648552960.0;30.0;27117834513.07;49598424.07;27041587200.0;27063894016.0;27131392000.0;27144790016.0;27212668928.0;30.0;3371041177.6;52253295.65;3303124992.0;3316875264.0;3373154304.0;3418544128.0;3447951360.0;30.0;3637108189.87;101985906.42;3435905024.0;3567139840.0;3640494080.0;3729458176.0;3775246336.0;30.0;3377459063.47;47852185.45;3320057856.0;3324171264.0;3371350016.0;3436958720.0;3440263168.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;98.05;37.91;65.73;78.05;86.13;98.95;227.06;30.0;313357583.0;0.0;313357583.0;313357583.0;313357583.0;313357583.0;313357583.0;30.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;30.0;28.0;6.86;11.0;25.25;29.0;32.75;38.0;30.0;27.87;6.85;11.0;25.25;29.0;32.0;38.0
